times
6.714267969
6.592941284
6.71154213
6.853034019
6.804115534
6.731535196
6.857004166
6.885997534
11.3868084
10.13838387
10.28073883
10.68972397
10.77141857
11.05344892
11.21473455
11.31766367
17.53698659
13.30209279
11.33442235
10.65177608
10.5798068
11.75909829
11.71677828
11.44358492
15.06509948
15.28077984
11.51883054
12.1498208
12.5587604
11.12043095
13.7493
16.48304272
26.2873497
15.59648895
15.14501572
11.335814
11.71730542
14.33103704
16.9033649
16.48017263
18.3953073
22.4794066
12.39995766
12.59433389
12.80567002
14.03688407
16.8835597
41.26417923
19.46348548
12.97204232
13.92409325
12.42594123
18.77949715
21.99536991
33.51675487
18.84626222
14.56154275
13.06010699
18.69092798
33.07564068
19.92058301
15.54054666
14.82984972
17.3069253
18.13919544
16.37826729
16.93968964
30.93998575
21.83028269
16.19408345
18.78776956
39.92905927
18.23856544
19.47864413
32.13062644
22.67896366
18.47848034
13.28844571
17.97993565
34.00808215
22.98145223
15.00371027
16.69376206
34.94415116
21.72480202
15.97600079
17.93055749
38.78031492
19.81595373
17.75164366
17.40292025
43.49008822
17.34142971
16.56089807
21.05863285
22.2875936
36.74966931
22.52499175
18.20208216
39.33546138
17.67559886
17.49220276
19.26813889
18.66030431
18.20858407
38.48145008
20.14284182
19.15949607
19.82121158
18.18752313
36.35840416
37.31396294
19.22583246
44.07173944
23.58342457
17.96446133
22.02060699
18.20589066
17.61983895
17.55529046
16.33120918
15.95585227
19.96460819
37.18770409
23.07891345
19.99464178
49.17934155
27.55065322
21.83327127
48.76857662
23.77012706
47.56422639
41.25191045
21.75738573
50.05361915
24.17277884
18.97712421
18.87861347
18.0588274
17.82870889
46.7898767
23.84136486
20.30151677
19.24813151
17.20351863
19.30390501
46.43832397
28.67953324
23.57078362
20.25748634
51.69952011
37.30367255
24.91253948
49.76674581
26.19088316
21.75926256
48.74052978
26.39225245
19.85380912
19.92371178
17.04480052
21.21412611
43.20071793
25.24902701
22.09030128
45.19684529
22.230932
20.71787882
50.46743464
23.85909224
22.09521174
21.48974442
51.56594539
26.38964605
49.24129248
39.78615069
26.25888109
18.40077734
44.57596588
35.979141
23.37219
41.02384067
23.74162507
21.77260876
18.19632387
17.17182946
16.15079165
41.75991845
25.44854569
19.69725728
57.07394171
22.99465156
21.02676177
20.29531002
18.79791999
18.26564789
16.86921453
16.62863302
17.15274692
61.56311965
25.65680885
21.46477318
20.04591441
18.29203868
18.79952312
17.12151456
59.92524099
23.89732385
48.31570935
35.74180222
24.57481265
20.81234097
19.24663162
18.28931284
17.72351885
47.67941213
30.1762197
24.07370782
61.1693747
28.05761361
22.70633769
52.63107944
26.49979472
50.89131689
24.72567201
25.8623445
25.31984973
49.9321506
27.40903807
22.07794261
19.6688149
46.65499401
39.23315191
30.97817421
51.05213213
40.77489233
25.12441015
21.97363257
19.10193324
63.21231437
28.73646998
45.89026856
30.70826745
24.28079796
18.97355556
52.37999392
24.58914781
52.6989131
26.38682294
24.88611889
23.06966877
54.05443263
29.26528049
23.79810691
19.82766891
57.12991548
25.54409528
23.69815826
18.94147468
18.08872104
16.9955411
18.59140944
15.97902226
15.75406241
21.41119742
17.1456542
15.810359
15.98771238
15.02650666
33.81732368
36.0743494
24.71619534
75.00060964
32.47071648
22.38515878
21.72124934
18.44327831
16.3656776
18.12004352
16.10492873
15.15103507
68.45308709
25.39038205
22.52037859
55.63715267
28.63681769
55.31361699
31.83842564
21.75463891
25.35220814
19.98786998
19.04890418
19.64916658
59.04304838
26.59906602
24.50391388
56.83188272
21.36887646
27.03570938
23.39085364
25.80543971
54.12741828
31.77757645
23.0496757
20.741992
51.79387736
26.73966146
27.1882112
68.5780127
41.10717964
103.7080114
142.5872045
110.2217209
116.3874671
101.7588634
63.98013973
97.57113886
90.06860709
52.58661413
48.14470553
36.24366212
31.9846971
